Severity,Start_Lat,Start_Lng,Start_Time,Hour,DayOfWeek,Month,Weather_Group,City,Temperature(F),Visibility(mi),Humidity(%),Wind_Speed(mph)
2,29.35116,-98.597137,2021-10-27 08:16:39,8,Wednesday,10,Cloudy,San Antonio,64.0,10.0,73.0,8.0
3,29.785378,-95.75177,2018-04-18 20:35:48,20,Wednesday,4,Cloudy,Katy,73.4,10.0,83.0,
3,32.90922,-96.73242,2017-03-05 10:14:54,10,Sunday,3,Cloudy,Dallas,55.4,6.0,88.0,8.1
2,32.865642,-96.822274,2022-04-21 16:17:15,16,Thursday,4,Cloudy,Dallas,82.0,10.0,62.0,17.0
2,29.94882,-95.416351,2021-06-14 10:10:41,10,Monday,6,Clear,Houston,88.0,10.0,53.0,0.0
2,29.727087,-95.354097,2022-10-06 13:40:07,13,Thursday,10,Clear,Houston,88.0,10.0,29.0,9.0
2,32.912477,-96.898086,2023-01-24 07:04:30,7,Tuesday,1,Rain,Dallas,45.0,13.0,76.0,10.0
2,29.731592,-95.468102,2018-07-30 08:27:07,8,Monday,7,Fog,Houston,80.6,6.0,84.0,4.6
2,30.20017600000001,-97.734507,2020-11-18 16:25:00,16,Wednesday,11,Clear,Austin,78.0,10.0,33.0,9.0
2,29.439562,-98.494186,2018-05-28 04:46:59,4,Monday,5,Cloudy,San Antonio,73.9,10.0,85.0,5.8
4,32.183337,-102.749368,2023-01-17 11:46:00,11,Tuesday,1,Cloudy,Andrews,64.0,10.0,34.0,12.0
2,29.500019,-98.57814,2018-06-29 14:07:05,14,Friday,6,Other,San Antonio,,,,
2,29.747498,-95.53846,2020-04-17 06:57:15,6,Friday,4,Cloudy,Houston,68.0,10.0,84.0,6.0
2,29.705967,-95.390182,2018-01-22 15:08:15,15,Monday,1,Clear,Houston,66.2,10.0,18.0,12.7
2,30.330875,-97.73159,2017-01-26 21:53:46,21,Thursday,1,Clear,Austin,44.1,10.0,51.0,
2,29.690173,-95.513793,2021-11-13 19:41:56,19,Saturday,11,Clear,Houston,58.0,10.0,49.0,0.0
2,30.24264,-97.690697,2021-10-14 04:31:10,4,Thursday,10,Rain,Austin,70.0,10.0,97.0,7.0
2,29.688169,-95.241608,2020-10-09 08:32:55,8,Friday,10,Rain,Houston,75.0,10.0,90.0,17.0
3,32.79045,-96.80055,2019-06-28 16:52:11,16,Friday,6,Clear,Dallas,93.0,10.0,42.0,6.0
2,30.252638,-97.711816,2021-11-06 09:02:00,9,Saturday,11,Clear,Austin,48.0,10.0,86.0,0.0
2,33.001186,-96.768265,2020-06-08 18:05:48,18,Monday,6,Cloudy,Plano,95.0,13.0,36.0,5.0
3,32.757973,-96.809517,2019-03-13 07:27:11,7,Wednesday,3,Rain,Dallas,53.1,9.0,96.0,4.6
2,30.25758,-97.760132,2018-12-11 08:30:44,8,Tuesday,12,Clear,Austin,39.9,10.0,83.0,
2,29.97209,-95.434631,2021-11-29 08:48:15,8,Monday,11,Clear,Houston,54.0,10.0,83.0,0.0
2,30.35557,-97.497568,2022-12-06 14:17:04,14,Tuesday,12,Cloudy,Manor,77.0,9.0,83.0,12.0
2,30.443838,-97.742386,2016-10-07 17:44:29,17,Friday,10,Clear,Austin,73.9,10.0,66.0,
2,31.809141,-106.247597,2018-11-16 16:03:53,16,Friday,11,Cloudy,El Paso,64.0,10.0,12.0,8.1
3,29.329401,-98.415955,2018-07-04 16:04:54,16,Wednesday,7,Clear,San Antonio,100.0,10.0,32.0,10.4
2,32.79295,-96.737396,2021-10-15 04:14:05,4,Friday,10,Clear,Dallas,70.0,10.0,97.0,6.0
2,29.768286,-95.375273,2022-08-31 23:46:03,23,Wednesday,8,Cloudy,Houston,80.0,10.0,76.0,5.0
2,33.8148,-98.204482,2022-09-23 18:02:00,18,Friday,9,Other,Henrietta,,,,
2,30.177114000000003,-95.495522,2019-10-15 15:16:39,15,Tuesday,10,Clear,Spring,91.0,10.0,47.0,14.0
2,30.18156500000001,-97.751452,2022-11-09 20:01:00,20,Wednesday,11,Clear,Austin,71.0,10.0,81.0,7.0
3,32.75972,-97.131523,2016-12-21 18:35:08,18,Wednesday,12,Clear,Arlington,55.9,10.0,43.0,
3,30.289301,-97.723427,2019-08-15 12:41:19,12,Thursday,8,Clear,Austin,96.0,10.0,41.0,5.0
2,30.345666,-97.70806,2023-01-20 16:15:24,16,Friday,1,Cloudy,Austin,57.0,10.0,44.0,
2,30.261761,-97.738777,2019-07-30 16:15:20,16,Tuesday,7,Cloudy,Austin,101.0,10.0,31.0,3.0
2,29.387916,-98.512152,2023-01-25 15:28:00,15,Wednesday,1,Clear,San Antonio,60.0,10.0,29.0,15.0
2,32.811926,-96.823154,2022-07-15 18:19:59,18,Friday,7,Cloudy,Dallas,97.0,10.0,32.0,13.0
2,29.80782,-94.965441,2022-12-06 10:23:00,10,Tuesday,12,Cloudy,Baytown,75.0,9.0,83.0,14.0
3,32.73772,-97.451759,2020-12-31 15:33:16,15,Thursday,12,Rain,Fort Worth,38.0,5.0,93.0,18.0
3,32.810299,-96.627556,2021-09-25 18:34:32,18,Saturday,9,Clear,Mesquite,82.0,10.0,32.0,6.0
2,30.256998,-97.611862,2021-03-24 17:44:42,17,Wednesday,3,Cloudy,Austin,71.0,8.0,81.0,10.0
3,32.930440000000004,-96.75804,2020-03-15 07:35:47,7,Sunday,3,Cloudy,Dallas,54.0,3.0,88.0,10.0
2,29.75227000000001,-95.373688,2019-11-11 04:06:15,4,Monday,11,Cloudy,Houston,60.0,10.0,86.0,0.0
2,31.712492,-106.367157,2018-09-14 18:36:51,18,Friday,9,Cloudy,El Paso,91.0,10.0,17.0,11.5
2,29.747742,-95.430153,2017-07-12 19:20:49,19,Wednesday,7,Clear,Houston,87.8,10.0,58.0,10.4
2,32.36057,-95.292828,2020-10-13 08:03:51,8,Tuesday,10,Clear,Tyler,52.0,10.0,80.0,0.0
2,29.80177,-95.33963,2019-03-07 06:39:45,6,Thursday,3,Cloudy,Houston,59.0,3.0,88.0,
2,30.262084,-97.757968,2020-12-03 23:44:00,23,Thursday,12,Clear,Austin,41.0,10.0,67.0,0.0
2,32.821617,-96.786201,2019-03-12 09:00:48,9,Tuesday,3,Rain,Dallas,57.9,1.5,97.0,12.7
2,29.36375,-98.44542,2016-12-17 20:02:46,20,Saturday,12,Clear,San Antonio,68.0,7.0,84.0,6.9
2,29.591915000000004,-98.589424,2020-03-18 11:59:14,11,Wednesday,3,Cloudy,San Antonio,77.0,10.0,69.0,9.0
2,30.36841,-97.718743,2020-12-03 20:19:00,20,Thursday,12,Cloudy,Austin,47.0,10.0,56.0,5.0
2,32.797678999999995,-97.212806,2021-06-02 11:31:30,11,Wednesday,6,Clear,Fort Worth,71.0,10.0,78.0,7.0
2,32.85995,-96.77017,2019-04-09 15:49:12,15,Tuesday,4,Clear,Dallas,89.0,10.0,21.0,13.0
2,32.895944,-96.700636,2022-01-10 11:15:00,11,Monday,1,Cloudy,Dallas,44.0,10.0,40.0,5.0
3,29.814802,-95.375938,2016-09-29 22:12:02,22,Thursday,9,Clear,Houston,73.4,10.0,47.0,11.5
2,30.260906,-97.758521,2023-01-29 05:10:00,5,Sunday,1,Fog,Austin,63.0,0.5,100.0,0.0
2,30.172751,-95.451487,2021-01-13 22:50:00,22,Wednesday,1,Clear,Conroe,37.0,10.0,89.0,0.0
3,32.826015000000005,-96.624748,2021-06-14 14:00:46,14,Monday,6,Cloudy,Mesquite,93.0,10.0,52.0,7.0
3,32.925733,-96.822455,2016-07-07 18:18:40,18,Thursday,7,Clear,Dallas,95.0,13.0,44.0,11.5
2,29.683104,-95.365721,2021-01-15 17:47:50,17,Friday,1,Clear,Houston,46.0,10.0,34.0,7.0
2,30.39806,-97.704665,2022-11-07 18:16:00,18,Monday,11,Clear,Austin,80.0,10.0,64.0,6.0
2,30.3722,-97.614517,2019-06-19 18:08:54,18,Wednesday,6,Clear,Austin,93.0,10.0,52.0,9.0
2,29.376782,-98.513759,2021-07-21 22:55:26,22,Wednesday,7,Clear,San Antonio,74.0,10.0,88.0,0.0
2,30.266854,-97.749454,2021-06-18 22:00:00,22,Friday,6,Clear,Austin,84.0,10.0,46.0,6.0
2,32.76386,-96.620749,2017-11-15 06:24:53,6,Wednesday,11,Cloudy,Mesquite,65.7,10.0,85.0,12.7
2,29.957964,-95.541451,2017-09-15 14:21:51,14,Friday,9,Cloudy,Houston,89.1,10.0,50.0,
3,33.190735,-97.11351,2019-04-30 15:28:27,15,Tuesday,4,Cloudy,Denton,,10.0,,18.0
3,32.92551,-96.803535,2019-09-12 19:26:44,19,Thursday,9,Clear,Dallas,90.0,10.0,43.0,9.0
2,29.570129,-98.651169,2019-08-20 15:36:09,15,Tuesday,8,Cloudy,San Antonio,97.0,10.0,32.0,10.0
3,30.407885,-97.674561,2016-09-28 09:32:43,9,Wednesday,9,Clear,Austin,73.9,10.0,73.0,
2,32.304893,-95.333241,2022-03-06 17:32:00,17,Sunday,3,Cloudy,Tyler,77.0,10.0,60.0,13.0
2,32.78911471,-96.58783793,2022-12-01 11:24:00,11,Thursday,12,Clear,Mesquite,52.0,10.0,35.0,10.0
2,29.939162,-95.323272,2022-06-20 17:25:37,17,Monday,6,Cloudy,Houston,98.0,10.0,36.0,13.0
2,32.975906,-96.924533,2021-05-31 13:27:05,13,Monday,5,Cloudy,Carrollton,72.0,10.0,83.0,7.0
2,31.898449,-106.44149,2019-02-14 14:43:09,14,Thursday,2,Cloudy,El Paso,68.5,9.0,15.0,10.4
2,29.7581327,-95.36142468,2022-09-27 09:17:01,9,Tuesday,9,Clear,Houston,75.0,10.0,37.0,10.0
3,30.059851,-97.83342,2019-09-20 18:14:53,18,Friday,9,Other,Buda,91.0,10.0,52.0,23.0
2,32.8372,-96.97628,2022-05-03 07:32:24,7,Tuesday,5,Cloudy,Irving,56.0,10.0,84.0,14.0
2,32.686484,-96.822756,2021-01-09 21:55:00,21,Saturday,1,Clear,Dallas,41.0,10.0,57.0,8.0
3,29.503141,-95.114021,2018-06-21 17:15:10,17,Thursday,6,Cloudy,League City,86.0,10.0,84.0,4.6
2,32.64863133414913,-96.77585005714045,2022-04-08 15:44:40,15,Friday,4,Other,Dallas,66.0,10.0,20.0,23.0
3,33.0026,-96.77694,2020-06-08 18:05:50,18,Monday,6,Cloudy,Dallas,95.0,13.0,36.0,5.0
2,29.67116,-95.261444,2018-02-01 07:46:56,7,Thursday,2,Cloudy,Houston,57.0,6.0,100.0,3.5
4,29.9466,-95.41623,2017-01-15 03:27:44,3,Sunday,1,Cloudy,Houston,64.0,8.0,93.0,6.9
3,33.01274,-96.80242,2017-01-10 06:53:08,6,Tuesday,1,Cloudy,Dallas,60.8,13.0,88.0,13.8
2,31.782433,-106.293673,2022-12-02 19:27:00,19,Friday,12,Cloudy,El Paso,65.0,10.0,34.0,5.0
2,32.778568,-96.84996,2021-05-22 01:52:23,1,Saturday,5,Cloudy,Dallas,75.0,10.0,79.0,13.0
2,29.73166,-95.391038,2023-01-04 02:29:00,2,Wednesday,1,Cloudy,Houston,60.0,10.0,47.0,0.0
2,30.216324,-97.751335,2019-05-17 07:49:18,7,Friday,5,Cloudy,Austin,76.0,10.0,85.0,13.0
2,32.824424,-96.628667,2022-01-28 13:33:00,13,Friday,1,Clear,Mesquite,54.0,10.0,28.0,10.0
2,29.712616,-95.625,2022-11-09 08:27:00,8,Wednesday,11,Clear,Houston,75.0,10.0,84.0,6.0
2,29.60578,-95.476997,2018-03-30 10:25:40,10,Friday,3,Clear,Houston,65.5,10.0,61.0,9.2
3,31.053293,-97.454849,2017-04-21 14:48:55,14,Friday,4,Cloudy,Belton,82.9,10.0,58.0,21.9
3,29.75645,-95.55775,2020-05-29 20:30:24,20,Friday,5,Cloudy,Houston,82.0,10.0,54.0,7.0
2,29.501051,-98.548843,2019-05-21 06:33:06,6,Tuesday,5,Cloudy,San Antonio,77.0,10.0,79.0,8.0
2,30.303443,-97.843584,2023-01-24 14:31:00,14,Tuesday,1,Cloudy,Austin,,10.0,,8.0
2,29.73682,-95.566658,2019-11-04 05:00:44,5,Monday,11,Cloudy,Houston,59.0,10.0,83.0,7.0
2,32.945923,-97.311329,2021-07-28 18:07:10,18,Wednesday,7,Other,Fort Worth,84.0,5.0,67.0,18.0
2,33.065388,-96.690407,2022-02-14 06:45:58,6,Monday,2,Clear,Plano,39.0,10.0,56.0,0.0
3,31.752644,-106.345192,2017-10-16 08:19:16,8,Monday,10,Cloudy,El Paso,57.0,10.0,39.0,5.8
2,30.430176,-97.669711,2023-01-02 11:47:26,11,Monday,1,Fog,Pflugerville,77.0,6.0,78.0,20.0
2,30.479544,-97.802917,2018-09-20 08:25:21,8,Thursday,9,Cloudy,Austin,79.0,10.0,84.0,3.5
3,29.744165,-95.361115,2018-11-05 19:24:54,19,Monday,11,Clear,Houston,78.8,10.0,83.0,5.8
3,32.885902,-96.700714,2017-03-09 08:22:14,8,Thursday,3,Cloudy,Dallas,66.0,10.0,84.0,10.4
3,32.811962,-96.861626,2017-05-04 10:27:57,10,Thursday,5,Cloudy,Dallas,64.0,10.0,43.0,21.9
2,30.267378000000004,-97.701538,2022-11-17 07:02:41,7,Thursday,11,Clear,Austin,44.0,10.0,79.0,0.0
2,32.719701,-96.676195,2022-05-17 08:45:35,8,Tuesday,5,Clear,Dallas,79.0,10.0,78.0,9.0
2,29.704046,-95.412231,2016-12-29 09:34:40,9,Thursday,12,Clear,Houston,64.4,10.0,49.0,21.9
2,30.311751,-97.614742,2022-10-17 00:47:23,0,Monday,10,Rain,Austin,68.0,10.0,93.0,14.0
2,29.45311,-98.57795,2020-08-26 11:34:02,11,Wednesday,8,Cloudy,San Antonio,92.0,10.0,45.0,9.0
3,33.263690999999994,-97.178368,2020-11-28 20:14:25,20,Saturday,11,Rain,Denton,49.0,6.0,90.0,8.0
2,32.749790000000004,-96.880463,2019-09-16 10:48:55,10,Monday,9,Clear,Dallas,89.0,9.0,50.0,6.0
2,30.26395,-97.726128,2021-11-10 13:14:41,13,Wednesday,11,Cloudy,Austin,78.0,10.0,56.0,6.0
2,30.262513,-97.890125,2021-11-30 08:51:00,8,Tuesday,11,Clear,Austin,54.0,10.0,77.0,0.0
2,30.330137,-97.706192,2018-05-08 14:48:33,14,Tuesday,5,Clear,Austin,88.0,10.0,35.0,6.9
2,30.216246,-97.637657,2016-09-06 16:47:04,16,Tuesday,9,Cloudy,Austin,86.0,10.0,72.0,9.2
2,32.77879,-96.782021,2016-10-05 14:00:39,14,Wednesday,10,Cloudy,Dallas,90.0,10.0,52.0,13.8
2,30.41279,-97.64975,2018-11-28 20:45:00,20,Wednesday,11,Cloudy,Pflugerville,57.2,10.0,88.0,4.6
2,30.37212,-97.703217,2019-08-13 15:23:31,15,Tuesday,8,Clear,Austin,103.0,10.0,27.0,6.0
2,29.828178,-95.30556,2021-01-08 02:51:07,2,Friday,1,Clear,Houston,43.0,10.0,80.0,8.0
3,29.455622,-98.413826,2021-01-29 04:15:26,4,Friday,1,Clear,San Antonio,39.0,10.0,79.0,5.0
2,29.685175,-95.449471,2018-04-10 07:38:36,7,Tuesday,4,Clear,Houston,57.2,10.0,77.0,9.2
3,32.694340000000004,-96.630234,2020-09-24 18:45:48,18,Thursday,9,Clear,Balch Springs,73.0,10.0,65.0,0.0
2,32.713144,-96.804582,2021-12-13 19:50:54,19,Monday,12,Cloudy,Dallas,58.0,10.0,60.0,15.0
2,29.884705,-95.494484,2016-09-01 08:50:34,8,Thursday,9,Clear,Houston,82.9,10.0,77.0,6.9
2,33.037471999999994,-96.704453,2019-11-21 08:20:03,8,Thursday,11,Cloudy,Plano,70.0,7.0,88.0,12.0
3,32.677859999999995,-97.092896,2016-12-22 23:01:15,23,Thursday,12,Clear,Arlington,39.0,10.0,70.0,3.5
2,32.867297,-96.822021,2021-08-13 15:35:40,15,Friday,8,Cloudy,Dallas,95.0,10.0,43.0,6.0
1,32.695488,-96.262306,2017-03-05 17:08:27,17,Sunday,3,Rain,Terrell,61.0,6.0,90.0,12.7
3,30.552498,-95.498848,2017-05-05 13:23:21,13,Friday,5,Clear,New Waverly,75.9,10.0,29.0,8.1
2,30.21806,-97.69059,2022-04-12 09:36:55,9,Tuesday,4,Cloudy,Austin,74.0,10.0,85.0,17.0
2,32.76722,-96.83622,2019-05-07 16:04:19,16,Tuesday,5,Cloudy,Dallas,84.0,10.0,61.0,14.0
2,29.637032,-98.456474,2019-09-28 17:17:10,17,Saturday,9,Cloudy,San Antonio,91.0,10.0,57.0,18.0
2,29.93763,-95.47327,2017-02-20 13:39:46,13,Monday,2,Rain,Houston,61.0,5.0,93.0,11.5
2,29.783871,-95.331017,2020-07-17 04:50:52,4,Friday,7,Clear,Houston,81.0,10.0,88.0,0.0
2,29.952240000000003,-95.304337,2020-05-14 07:25:13,7,Thursday,5,Cloudy,Humble,76.0,7.0,91.0,0.0
2,29.658861,-95.348923,2021-12-02 14:16:30,14,Thursday,12,Cloudy,Houston,79.0,10.0,58.0,7.0
2,30.461329,-97.794106,2019-02-19 10:14:30,10,Tuesday,2,Rain,Austin,39.9,2.5,89.0,9.2
2,29.753904,-95.380424,2017-10-23 09:39:28,9,Monday,10,Clear,Houston,64.4,10.0,56.0,
2,30.215427,-97.79747,2021-11-17 08:02:16,8,Wednesday,11,Clear,Austin,79.0,10.0,54.0,12.0
2,29.771097,-95.213867,2018-11-06 09:29:50,9,Tuesday,11,Cloudy,Houston,78.1,10.0,87.0,4.6
2,29.68833,-95.2806,2016-12-19 11:06:40,11,Monday,12,Cloudy,Houston,39.9,10.0,35.0,13.8
2,32.685003,-97.461824,2022-07-22 14:54:52,14,Friday,7,Cloudy,Fort Worth,100.0,10.0,29.0,7.0
2,32.821507000000004,-96.67865,2022-02-18 12:04:50,12,Friday,2,Clear,Dallas,42.0,10.0,31.0,5.0
2,32.801964,-96.82609,2021-11-29 08:36:30,8,Monday,11,Clear,Dallas,51.0,10.0,66.0,0.0
2,29.730053,-95.42823,2018-02-16 09:42:09,9,Friday,2,Cloudy,Houston,69.8,4.0,100.0,4.6
2,30.235289,-97.763931,2018-03-02 07:15:55,7,Friday,3,Clear,Austin,53.1,10.0,74.0,3.5
3,32.67615900000001,-97.023621,2019-06-12 16:50:50,16,Wednesday,6,Clear,Grand Prairie,84.0,10.0,40.0,8.0
4,29.901940000000003,-95.41219,2017-08-05 04:51:36,4,Saturday,8,Cloudy,Houston,75.0,7.0,96.0,
2,32.742213,-96.859049,2022-09-29 00:14:44,0,Thursday,9,Clear,Dallas,71.0,10.0,44.0,7.0
3,32.803989,-96.9216,2021-04-19 04:08:12,4,Monday,4,Clear,Irving,48.0,10.0,71.0,0.0
2,29.689341,-95.557533,2017-10-16 15:51:00,15,Monday,10,Clear,Houston,78.1,10.0,31.0,12.7
3,29.329401,-98.415955,2016-12-20 20:00:23,20,Tuesday,12,Cloudy,San Antonio,50.0,10.0,38.0,
2,29.73163,-95.480376,2016-10-05 11:54:25,11,Wednesday,10,Cloudy,Houston,89.6,10.0,55.0,4.6
2,29.941294,-95.331306,2017-01-19 08:53:22,8,Thursday,1,Rain,Houston,55.0,3.0,96.0,9.2
2,32.88451,-96.89817,2019-04-24 08:50:43,8,Wednesday,4,Rain,Dallas,63.0,8.0,90.0,5.0
3,32.81221,-96.861717,2020-05-10 07:36:02,7,Sunday,5,Clear,Dallas,60.0,10.0,72.0,3.0
3,29.43191,-98.49987,2021-01-11 15:52:53,15,Monday,1,Cloudy,San Antonio,46.0,10.0,59.0,8.0
2,30.321995,-97.728813,2016-10-30 18:45:15,18,Sunday,10,Clear,Austin,80.1,10.0,47.0,3.5
3,32.635223,-97.321487,2016-06-22 15:00:10,15,Wednesday,6,Cloudy,Fort Worth,96.8,10.0,41.0,11.5
2,30.261206,-97.736534,2017-05-13 19:45:22,19,Saturday,5,Clear,Austin,81.0,10.0,39.0,3.5
2,30.339172,-97.70005,2022-03-07 04:09:44,4,Monday,3,Cloudy,Austin,46.0,10.0,79.0,8.0
2,30.343947,-97.523362,2021-10-06 12:05:00,12,Wednesday,10,Clear,Manor,81.0,10.0,37.0,0.0
2,32.674702405773765,-97.0016491408491,2022-04-16 16:20:33,16,Saturday,4,Clear,Grand Prairie,75.0,10.0,53.0,13.0
2,29.755859,-95.639496,2016-11-21 08:49:17,8,Monday,11,Clear,Houston,60.1,10.0,80.0,
2,30.385194,-97.64926,2021-10-07 17:18:51,17,Thursday,10,Clear,Austin,86.0,10.0,40.0,7.0
2,30.337084,-97.695297,2016-12-15 08:39:50,8,Thursday,12,Cloudy,Austin,46.0,2.5,89.0,4.6
2,29.550537,-98.407379,2017-04-10 12:08:34,12,Monday,4,Cloudy,San Antonio,73.0,9.0,90.0,6.9
2,32.93589,-96.751174,2021-08-16 13:48:59,13,Monday,8,Cloudy,Dallas,90.0,13.0,46.0,5.0
3,32.63745,-96.70197,2017-03-19 11:57:04,11,Sunday,3,Cloudy,Hutchins,70.3,10.0,78.0,9.2
2,29.812897,-95.429428,2017-10-19 08:28:53,8,Thursday,10,Cloudy,Houston,68.0,9.0,83.0,5.8
2,29.674603,-95.578135,2021-12-24 18:13:00,18,Friday,12,Clear,Houston,74.0,10.0,66.0,10.0
2,30.037305,-97.689853,2021-07-30 04:01:00,4,Friday,7,Cloudy,Buda,70.0,10.0,100.0,0.0
2,32.817928,-96.84053,2021-04-27 05:07:36,5,Tuesday,4,Cloudy,Dallas,71.0,10.0,73.0,10.0
2,32.718807,-97.287933,2022-08-31 19:03:29,19,Wednesday,8,Clear,Fort Worth,79.0,10.0,77.0,5.0
3,29.784098,-95.498741,2022-02-01 07:12:30,7,Tuesday,2,Cloudy,Houston,61.0,10.0,90.0,10.0
2,29.484659000000004,-98.453217,2018-03-14 13:17:51,13,Wednesday,3,Cloudy,San Antonio,64.0,10.0,23.0,
2,29.717763,-95.535109,2022-05-13 14:58:03,14,Friday,5,Cloudy,Houston,88.0,10.0,48.0,9.0
2,30.334487,-97.717191,2021-06-14 17:18:19,17,Monday,6,Clear,Austin,98.0,10.0,36.0,5.0
2,32.881806,-96.693354,2022-04-11 21:15:30,21,Monday,4,Clear,Dallas,78.0,10.0,64.0,14.0
2,32.642314,-96.823139,2022-10-13 06:24:00,6,Thursday,10,Clear,Dallas,58.0,10.0,58.0,6.0
3,30.18181,-97.77623,2019-09-27 13:57:50,13,Friday,9,Cloudy,Austin,94.0,10.0,41.0,12.0
2,29.423317,-98.480984,2022-11-21 17:46:43,17,Monday,11,Cloudy,San Antonio,47.0,10.0,93.0,0.0
2,29.704836,-95.551407,2019-08-14 18:44:28,18,Wednesday,8,Storm,Houston,91.0,10.0,66.0,15.0
2,30.142235,-97.729218,2016-08-26 09:22:22,9,Friday,8,Cloudy,Austin,78.1,10.0,87.0,3.5
2,32.702558,-96.824925,2022-06-18 23:15:00,23,Saturday,6,Clear,Dallas,85.0,10.0,57.0,6.0
3,32.675335,-97.005493,2021-03-22 20:41:07,20,Monday,3,Cloudy,Grand Prairie,61.0,4.0,100.0,14.0
2,29.656294,-95.542427,2017-08-08 11:01:29,11,Tuesday,8,Cloudy,Houston,80.1,10.0,85.0,5.8
2,30.325296,-97.738243,2016-08-23 12:27:29,12,Tuesday,8,Clear,Austin,90.0,10.0,55.0,8.1
2,32.779318,-96.917067,2021-01-21 12:45:00,12,Thursday,1,Rain,Dallas,52.0,10.0,89.0,6.0
2,30.251545,-97.713364,2017-05-04 19:41:14,19,Thursday,5,Clear,Austin,73.9,10.0,28.0,8.1
2,29.938471000000003,-95.380966,2019-10-28 18:21:46,18,Monday,10,Cloudy,Houston,74.0,10.0,71.0,12.0
2,32.947998,-96.803535,2017-08-08 12:43:38,12,Tuesday,8,Cloudy,Dallas,84.2,13.0,58.0,
2,30.356277,-98.040596,2017-12-07 10:11:45,10,Thursday,12,Cloudy,Spicewood,44.6,10.0,65.0,5.8
2,30.3277,-97.811218,2019-07-16 09:39:13,9,Tuesday,7,Cloudy,Austin,85.0,10.0,67.0,7.0
2,29.983061,-95.286217,2021-12-28 07:13:09,7,Tuesday,12,Cloudy,Humble,72.0,10.0,84.0,10.0
2,32.730114,-96.863602,2018-02-22 19:52:44,19,Thursday,2,Cloudy,Dallas,39.0,7.0,93.0,3.5
2,32.807289000000004,-96.793266,2020-02-27 16:51:20,16,Thursday,2,Clear,Dallas,61.0,10.0,21.0,9.0
2,30.203297,-97.775354,2020-12-29 19:44:00,19,Tuesday,12,Cloudy,Austin,66.0,9.0,87.0,14.0
3,32.96867,-96.919662,2020-03-13 09:35:28,9,Friday,3,Rain,Carrollton,63.0,5.0,94.0,14.0
3,29.69037,-95.45889,2019-11-13 09:34:21,9,Wednesday,11,Cloudy,Bellaire,38.0,10.0,51.0,6.0
2,29.725794,-95.497826,2017-06-30 08:51:38,8,Friday,6,Cloudy,Houston,82.4,5.0,84.0,8.1
2,30.42544,-97.715317,2018-12-07 16:26:35,16,Friday,12,Rain,Austin,50.0,1.2,89.0,8.1
2,29.767325,-95.478239,2021-11-19 17:49:44,17,Friday,11,Clear,Houston,61.0,10.0,52.0,5.0
3,29.69173,-95.28362,2018-06-27 20:57:59,20,Wednesday,6,Cloudy,Houston,84.0,10.0,76.0,8.1
3,32.72773,-96.76337,2017-02-06 10:39:36,10,Monday,2,Cloudy,Dallas,75.0,9.0,69.0,9.2
2,29.733625,-95.351509,2017-12-08 10:37:41,10,Friday,12,Clear,Houston,37.4,10.0,56.0,11.5
2,30.43821,-97.768707,2021-02-22 11:54:53,11,Monday,2,Clear,Austin,68.0,10.0,27.0,3.0
2,32.887595000000005,-96.769798,2017-10-11 14:37:53,14,Wednesday,10,Cloudy,Dallas,73.9,10.0,38.0,6.9
3,32.823734,-97.205696,2022-05-23 08:15:52,8,Monday,5,Cloudy,Hurst,60.0,10.0,96.0,5.0
2,29.8757,-95.36972,2019-05-20 07:53:05,7,Monday,5,Cloudy,Houston,79.0,7.0,90.0,13.0
3,29.499240000000004,-95.11167,2019-04-11 15:33:31,15,Thursday,4,Other,League City,73.0,7.0,83.0,7.0
3,30.456034,-97.666084,2019-07-26 17:18:50,17,Friday,7,Clear,Pflugerville,90.0,10.0,33.0,10.0
3,29.777077,-95.36937,2018-09-21 11:21:11,11,Friday,9,Cloudy,Houston,87.8,9.0,70.0,3.5
3,32.953373,-96.91082,2020-02-04 04:06:23,4,Tuesday,2,Rain,Carrollton,64.0,10.0,93.0,7.0
2,30.39473,-97.644272,2018-04-26 15:44:54,15,Thursday,4,Clear,Austin,73.4,10.0,36.0,3.5
2,30.408386,-97.716888,2019-01-07 08:57:19,8,Monday,1,Cloudy,Austin,64.0,5.0,93.0,
2,30.448490000000003,-97.661781,2020-04-16 20:40:55,20,Thursday,4,Clear,Pflugerville,68.0,10.0,49.0,8.0
3,32.89951,-96.89813,2018-05-08 17:56:03,17,Tuesday,5,Cloudy,Dallas,88.0,10.0,35.0,20.7
2,29.5333,-98.389549,2019-01-08 06:47:19,6,Tuesday,1,Fog,San Antonio,59.0,0.4,100.0,4.6
1,31.7121,-106.29618,2020-06-27 15:07:09,15,Saturday,6,Cloudy,El Paso,99.0,8.0,13.0,9.0
2,29.64628,-95.54147,2016-09-27 08:38:48,8,Tuesday,9,Cloudy,Houston,72.0,10.0,81.0,13.8
2,30.227316,-97.773392,2018-06-06 10:10:39,10,Wednesday,6,Cloudy,Austin,84.0,10.0,65.0,5.8
3,29.774193,-95.315933,2022-06-17 05:46:31,5,Friday,6,Clear,Houston,79.0,10.0,84.0,0.0
2,29.745066,-95.426529,2017-09-07 10:26:26,10,Thursday,9,Other,Houston,,,,
3,29.516096,-98.410995,2017-02-17 19:56:03,19,Friday,2,Cloudy,San Antonio,66.0,10.0,42.0,
